'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'25:37.256',-,-,-,-,-,-,-0.056,-0.040,74.400,-
'25:37.264',-,-,-,-,-,-,-0.056,-0.064,73.200,-
'25:37.272',-,-,-,-,-,-,-0.056,-0.040,73.200,-
'25:37.280',-,-,-,-,-,-,-0.056,-0.064,73.200,-
'25:37.288',-,-,-,-,-,-,-0.056,-0.112,72.000,-
'25:37.296',-,-,-,-,-,-,-0.056,-0.040,72.000,-
'25:37.304',-,-,-,-,-,-,-0.040,-0.040,72.000,-
'25:37.312',-,-,-,-,-,-,-0.040,-0.040,70.800,-
'25:37.320',-,-,-,-,-,-,-0.056,-0.064,70.800,-
'25:37.328',-,-,-,-,-,-,-0.056,-0.040,70.800,-
'25:37.336',-,-,-,-,-,-,-0.040,-0.064,69.600,-
'25:37.344',-,-,-,-,-,-,-0.016,-0.016,69.600,-
'25:37.352',-,-,-,-,-,-,-0.016,0.000,69.600,-
'25:37.360',-,-,-,-,-,-,-0.040,0.000,68.400,-
'25:37.368',-,-,-,-,-,-,-0.080,-0.064,68.400,-
'25:37.376',-,-,-,-,-,-,-0.080,-0.112,68.400,-
'25:37.384',-,-,-,-,-,-,-0.104,-0.088,68.400,-
'25:37.392',-,-,-,-,-,-,-0.104,-0.088,67.200,-
'25:37.400',-,-,-,-,-,-,-0.144,-0.016,67.200,-
'25:37.408',-,-,-,-,-,-,-0.232,-0.040,67.200,-
'25:37.416',-,-,-,-,-,-,-0.360,-0.112,67.200,-
'25:37.424',-,-,-,-,-,-,-0.488,-0.232,67.200,-
'25:37.432',-,-,-,-,-,-,-0.592,-0.368,67.200,-
'25:37.440',-,-,-,-,-,-,-0.680,-0.440,67.200,-
'25:37.448',-,-,-,-,-,-,-0.760,-0.552,67.200,-
'25:37.456',-,-,-,-,-,-,-0.808,-0.648,67.200,-
'25:37.464',-,-,-,-,-,-,-0.808,-0.648,67.200,-
'25:37.472',-,-,-,-,-,-,-0.784,-0.672,66.000,-
'25:37.480',-,-,-,-,-,-,-0.720,-0.648,66.000,-
'25:37.488',-,-,-,-,-,-,-0.592,-0.600,66.000,-
'25:37.496',-,-,-,-,-,-,-0.400,-0.464,64.800,-
'25:37.504',-,-,-,-,-,-,-0.208,-0.296,64.800,-
'25:37.512',-,-,-,-,-,-,-0.056,-0.160,64.800,-
'25:37.520',-,-,-,-,-,-,0.016,-0.040,64.800,-
'25:37.528',-,-,-,-,-,-,0.056,0.000,64.800,-
'25:37.536',-,-,-,-,-,-,0.080,0.016,66.000,-
'25:37.544',-,-,-,-,-,-,0.104,0.040,68.400,-
'25:37.552',-,-,-,-,-,-,0.104,0.064,73.200,-
'25:37.560',-,-,-,-,-,-,0.120,0.040,79.200,-
'25:37.568',-,-,-,-,-,-,0.168,0.088,84.000,-
'25:37.576',-,-,-,-,-,-,0.232,0.136,88.800,-
'25:37.584',-,-,-,-,-,-,0.272,0.184,91.200,-
'25:37.592',-,-,-,-,-,-,0.296,0.232,92.400,-
'25:37.600',-,-,-,-,-,-,0.312,0.208,94.800,-
'25:37.608',-,-,-,-,-,-,0.376,0.232,96.000,-
'25:37.616',-,-,-,-,-,-,0.424,0.272,97.200,-
'25:37.624',-,-,-,-,-,-,0.488,0.320,97.200,-
'25:37.632',-,-,-,-,-,-,0.552,0.368,97.200,-
'25:37.640',-,-,-,-,-,-,0.592,0.416,96.000,-
'25:37.648',-,-,-,-,-,-,0.632,0.464,96.000,-
'25:37.656',-,-,-,-,-,-,0.656,0.504,94.800,-
'25:37.664',-,-,-,-,-,-,0.656,0.488,92.400,-
'25:37.672',-,-,-,-,-,-,0.680,0.552,90.000,-
'25:37.680',-,-,-,-,-,-,0.696,0.600,87.600,-
'25:37.688',-,-,-,-,-,-,0.656,0.576,84.000,-
'25:37.696',-,-,-,-,-,-,0.632,0.552,81.600,-
'25:37.704',-,-,-,-,-,-,0.592,0.576,79.200,-
'25:37.712',-,-,-,-,-,-,0.552,0.504,76.800,-
'25:37.720',-,-,-,-,-,-,0.488,0.464,75.600,-
'25:37.728',-,-,-,-,-,-,0.440,0.440,75.600,-
'25:37.736',-,-,-,-,-,-,0.376,0.392,74.400,-
'25:37.744',-,-,-,-,-,-,0.312,0.344,74.400,-
'25:37.752',-,-,-,-,-,-,0.232,0.272,73.200,-
'25:37.760',-,-,-,-,-,-,0.168,0.184,73.200,-
'25:37.768',-,-,-,-,-,-,0.104,0.136,73.200,-
'25:37.776',-,-,-,-,-,-,0.080,0.112,72.000,-
'25:37.784',-,-,-,-,-,-,0.056,0.088,72.000,-
'25:37.792',-,-,-,-,-,-,0.040,0.088,70.800,-
'25:37.800',-,-,-,-,-,-,0.016,0.064,70.800,-
'25:37.808',-,-,-,-,-,-,0.000,0.040,69.600,-
'25:37.816',-,-,-,-,-,-,-0.016,0.016,69.600,-
'25:37.824',-,-,-,-,-,-,-0.016,0.000,69.600,-
'25:37.832',-,-,-,-,-,-,-0.040,0.000,68.400,-
'25:37.840',-,-,-,-,-,-,-0.016,0.000,68.400,-
'25:37.848',-,-,-,-,-,-,-0.040,0.000,68.400,-
'25:37.856',-,-,-,-,-,-,-0.056,-0.016,67.200,-
'25:37.864',-,-,-,-,-,-,-0.056,0.000,67.200,-
'25:37.872',-,-,-,-,-,-,-0.056,-0.040,67.200,-
'25:37.880',-,-,-,-,-,-,-0.056,-0.016,66.000,-
'25:37.888',-,-,-,-,-,-,-0.080,0.000,66.000,-
'25:37.896',-,-,-,-,-,-,-0.080,-0.040,66.000,-
'25:37.904',-,-,-,-,-,-,-0.104,-0.064,64.800,-
'25:37.912',-,-,-,-,-,-,-0.080,-0.088,64.800,-
'25:37.920',-,-,-,-,-,-,-0.056,-0.040,64.800,-
'25:37.928',-,-,-,-,-,-,-0.056,-0.040,63.600,-
'25:37.936',-,-,-,-,-,-,-0.056,-0.064,63.600,-
'25:37.944',-,-,-,-,-,-,-0.056,-0.064,63.600,-
'25:37.952',-,-,-,-,-,-,-0.040,-0.040,62.400,-
'25:37.960',-,-,-,-,-,-,-0.016,-0.040,62.400,-
'25:37.968',-,-,-,-,-,-,0.000,-0.016,62.400,-
'25:37.976',-,-,-,-,-,-,0.000,0.000,61.200,-
'25:37.984',-,-,-,-,-,-,0.000,-0.016,61.200,-
'25:37.992',-,-,-,-,-,-,-0.016,-0.040,61.200,-
'25:38.000',-,-,-,-,-,-,-0.016,-0.064,61.200,-
'25:38.008',-,-,-,-,-,-,0.000,-0.088,61.200,-
'25:38.016',-,-,-,-,-,-,0.000,-0.040,61.200,-
'25:38.024',-,-,-,-,-,-,0.016,-0.040,61.200,-
'25:38.032',-,-,-,-,-,-,0.016,-0.040,61.200,-
'25:38.040',-,-,-,-,-,-,0.016,-0.040,61.200,-
'25:38.048',-,-,-,-,-,-,0.016,-0.040,61.200,-
'25:38.056',-,-,-,-,-,-,0.040,-0.016,61.200,-
'25:38.064',-,-,-,-,-,-,0.040,-0.016,61.200,-
'25:38.072',-,-,-,-,-,-,0.040,-0.040,61.200,-
'25:38.080',-,-,-,-,-,-,0.056,0.000,61.200,-
'25:38.088',-,-,-,-,-,-,0.120,0.000,61.200,-
'25:38.096',-,-,-,-,-,-,0.184,0.064,61.200,-
'25:38.104',-,-,-,-,-,-,0.208,0.136,61.200,-
'25:38.112',-,-,-,-,-,-,-0.016,0.040,60.000,-
'25:38.120',-,-,-,-,-,-,-0.272,-0.184,60.000,-
'25:38.128',-,-,-,-,-,-,-0.424,-0.552,60.000,-
'25:38.136',-,-,-,-,-,-,-0.376,-0.624,58.800,-
'25:38.144',-,-,-,-,-,-,-0.248,-0.368,58.800,-
'25:38.152',-,-,-,-,-,-,-0.184,-0.248,58.800,-
'25:38.160',-,-,-,-,-,-,-0.120,-0.184,57.600,-
'25:38.168',-,-,-,-,-,-,-0.080,-0.112,57.600,-
'25:38.176',-,-,-,-,-,-,-0.040,-0.088,58.800,-
'25:38.184',-,-,-,-,-,-,-0.040,-0.040,60.000,-
'25:38.192',-,-,-,-,-,-,-0.016,-0.064,63.600,-
'25:38.200',-,-,-,-,-,-,0.000,-0.040,69.600,-
'25:38.208',-,-,-,-,-,-,0.016,0.000,76.800,-
'25:38.216',-,-,-,-,-,-,0.040,0.000,85.200,-
'25:38.224',-,-,-,-,-,-,0.040,0.000,90.000,-
'25:38.232',-,-,-,-,-,-,0.040,0.000,94.800,-
'25:38.240',-,-,-,-,-,-,0.040,0.000,96.000,-
'25:38.248',-,-,-,-,-,-,0.040,0.000,98.400,-
'25:38.256',-,-,-,-,-,-,0.056,0.000,100.800,-
'25:38.264',-,-,-,-,-,-,0.056,0.016,102.000,-
'25:38.272',-,-,-,-,-,-,0.056,0.000,103.200,-
'25:38.280',-,-,-,-,-,-,0.056,0.000,103.200,-
'25:38.288',-,-,-,-,-,-,0.120,0.040,103.200,-
'25:38.296',-,-,-,-,-,-,0.168,0.088,104.400,-
'25:38.304',-,-,-,-,-,-,0.232,0.136,104.400,-
'25:38.312',-,-,-,-,-,-,0.312,0.232,104.400,-
'25:38.320',-,-,-,-,-,-,0.376,0.320,103.200,-
'25:38.328',-,-,-,-,-,-,0.440,0.368,102.000,-
'25:38.336',-,-,-,-,-,-,0.488,0.416,102.000,-
'25:38.344',-,-,-,-,-,-,0.528,0.440,100.800,-
'25:38.352',-,-,-,-,-,-,0.552,0.488,100.800,-
'25:38.360',-,-,-,-,-,-,0.552,0.488,99.600,-
'25:38.368',-,-,-,-,-,-,0.528,0.488,98.400,-
'25:38.376',-,-,-,-,-,-,0.464,0.440,97.200,-
'25:38.384',-,-,-,-,-,-,0.376,0.344,94.800,-
'25:38.392',-,-,-,-,-,-,0.312,0.272,92.400,-
'25:38.400',-,-,-,-,-,-,0.232,0.208,90.000,-
'25:38.408',-,-,-,-,-,-,0.168,0.136,86.400,-
'25:38.416',-,-,-,-,-,-,0.120,0.088,82.800,-
'25:38.424',-,-,-,-,-,-,0.080,0.040,81.600,-
'25:38.432',-,-,-,-,-,-,0.056,0.000,80.400,-
'25:38.440',-,-,-,-,-,-,0.040,0.000,79.200,-
'25:38.448',-,-,-,-,-,-,0.016,0.000,79.200,-
'25:38.456',-,-,-,-,-,-,0.016,-0.016,78.000,-
'25:38.464',-,-,-,-,-,-,0.016,0.000,76.800,-
'25:38.472',-,-,-,-,-,-,0.000,-0.016,76.800,-
'25:38.480',-,-,-,-,-,-,0.000,-0.016,75.600,-
'25:38.488',-,-,-,-,-,-,-0.016,-0.040,75.600,-
'25:38.496',-,-,-,-,-,-,-0.016,-0.064,74.400,-
'25:38.504',-,-,-,-,-,-,-0.016,-0.040,74.400,-
'25:38.512',-,-,-,-,-,-,-0.016,-0.064,73.200,-
'25:38.520',-,-,-,-,-,-,-0.016,-0.040,73.200,-
'25:38.528',-,-,-,-,-,-,-0.016,-0.040,73.200,-
'25:38.536',-,-,-,-,-,-,-0.016,-0.064,72.000,-
'25:38.544',-,-,-,-,-,-,-0.016,-0.040,72.000,-
'25:38.552',-,-,-,-,-,-,-0.016,-0.040,70.800,-
'25:38.560',-,-,-,-,-,-,-0.016,-0.064,70.800,-
'25:38.568',-,-,-,-,-,-,-0.016,-0.040,69.600,-
'25:38.576',-,-,-,-,-,-,-0.016,-0.064,69.600,-
'25:38.584',-,-,-,-,-,-,-0.016,-0.040,69.600,-
'25:38.592',-,-,-,-,-,-,0.000,-0.040,68.400,-
'25:38.600',-,-,-,-,-,-,0.000,-0.040,68.400,-
'25:38.608',-,-,-,-,-,-,-0.016,-0.040,68.400,-
'25:38.616',-,-,-,-,-,-,-0.040,-0.088,68.400,-
'25:38.624',-,-,-,-,-,-,-0.040,-0.088,67.200,-
'25:38.632',-,-,-,-,-,-,-0.040,-0.112,67.200,-
'25:38.640',-,-,-,-,-,-,-0.040,-0.088,67.200,-
'25:38.648',-,-,-,-,-,-,-0.040,-0.088,67.200,-
'25:38.656',-,-,-,-,-,-,-0.040,-0.112,67.200,-
'25:38.664',-,-,-,-,-,-,-0.016,-0.064,67.200,-
'25:38.672',-,-,-,-,-,-,-0.016,-0.064,66.000,-
'25:38.680',-,-,-,-,-,-,-0.016,-0.064,66.000,-
'25:38.688',-,-,-,-,-,-,-0.040,-0.088,66.000,-
'25:38.696',-,-,-,-,-,-,-0.040,-0.112,66.000,-
'25:38.704',-,-,-,-,-,-,-0.040,-0.088,66.000,-
'25:38.712',-,-,-,-,-,-,-0.040,-0.112,66.000,-
'25:38.720',-,-,-,-,-,-,-0.040,-0.112,66.000,-
'25:38.728',-,-,-,-,-,-,-0.040,-0.112,64.800,-
'25:38.736',-,-,-,-,-,-,0.000,-0.064,64.800,-
'25:38.744',-,-,-,-,-,-,0.040,-0.040,63.600,-
'25:38.752',-,-,-,-,-,-,0.080,0.000,63.600,-
'25:38.760',-,-,-,-,-,-,0.016,0.040,62.400,-
'25:38.768',-,-,-,-,-,-,-0.168,-0.064,62.400,-
'25:38.776',-,-,-,-,-,-,-0.400,-0.296,61.200,-
'25:38.784',-,-,-,-,-,-,-0.528,-0.624,61.200,-
'25:38.792',-,-,-,-,-,-,-0.464,-0.672,61.200,-
'25:38.800',-,-,-,-,-,-,-0.360,-0.464,60.000,-
'25:38.808',-,-,-,-,-,-,-0.296,-0.368,60.000,-
'25:38.816',-,-,-,-,-,-,-0.208,-0.296,60.000,-
'25:38.824',-,-,-,-,-,-,-0.120,-0.160,60.000,-
'25:38.832',-,-,-,-,-,-,-0.080,-0.112,61.200,-
'25:38.840',-,-,-,-,-,-,-0.080,-0.088,63.600,-
'25:38.848',-,-,-,-,-,-,-0.080,-0.112,67.200,-
'25:38.856',-,-,-,-,-,-,-0.104,-0.112,73.200,-
'25:38.864',-,-,-,-,-,-,-0.056,-0.112,81.600,-
'25:38.872',-,-,-,-,-,-,-0.040,-0.064,88.800,-
'25:38.880',-,-,-,-,-,-,-0.016,-0.040,94.800,-
'25:38.888',-,-,-,-,-,-,-0.016,-0.016,97.200,-
'25:38.896',-,-,-,-,-,-,-0.016,-0.040,99.600,-
'25:38.904',-,-,-,-,-,-,-0.016,-0.040,102.000,-
'25:38.912',-,-,-,-,-,-,0.000,0.000,104.400,-
'25:38.920',-,-,-,-,-,-,0.016,0.000,105.600,-
'25:38.928',-,-,-,-,-,-,0.040,0.000,106.800,-
'25:38.936',-,-,-,-,-,-,0.056,0.016,106.800,-
'25:38.944',-,-,-,-,-,-,0.080,0.016,106.800,-
'25:38.952',-,-,-,-,-,-,0.144,0.088,108.000,-
'25:38.960',-,-,-,-,-,-,0.208,0.160,108.000,-
'25:38.968',-,-,-,-,-,-,0.272,0.208,106.800,-
'25:38.976',-,-,-,-,-,-,0.336,0.320,106.800,-
'25:38.984',-,-,-,-,-,-,0.400,0.344,105.600,-
'25:38.992',-,-,-,-,-,-,0.440,0.368,104.400,-
'25:39.000',-,-,-,-,-,-,0.528,0.464,104.400,-
'25:39.008',-,-,-,-,-,-,0.568,0.488,103.200,-
'25:39.016',-,-,-,-,-,-,0.552,0.552,102.000,-
'25:39.024',-,-,-,-,-,-,0.504,0.488,99.600,-
'25:39.032',-,-,-,-,-,-,0.440,0.440,98.400,-
'25:39.040',-,-,-,-,-,-,0.360,0.392,97.200,-
'25:39.048',-,-,-,-,-,-,0.248,0.208,93.600,-
'25:39.056',-,-,-,-,-,-,0.168,0.160,91.200,-
'25:39.064',-,-,-,-,-,-,0.104,0.088,87.600,-
'25:39.072',-,-,-,-,-,-,0.056,0.040,85.200,-
'25:39.080',-,-,-,-,-,-,0.040,0.000,82.800,-
'25:39.088',-,-,-,-,-,-,0.016,0.000,81.600,-
'25:39.096',-,-,-,-,-,-,-0.016,-0.040,81.600,-
'25:39.104',-,-,-,-,-,-,-0.040,-0.064,80.400,-
'25:39.112',-,-,-,-,-,-,-0.016,-0.040,79.200,-
'25:39.120',-,-,-,-,-,-,-0.016,-0.040,78.000,-
'25:39.128',-,-,-,-,-,-,-0.016,-0.016,78.000,-
'25:39.136',-,-,-,-,-,-,-0.040,-0.040,78.000,-
'25:39.144',-,-,-,-,-,-,-0.056,-0.112,76.800,-
'25:39.152',-,-,-,-,-,-,-0.080,-0.064,76.800,-
'25:39.160',-,-,-,-,-,-,-0.104,-0.112,75.600,-
'25:39.168',-,-,-,-,-,-,-0.104,-0.160,75.600,-
'25:39.176',-,-,-,-,-,-,-0.080,-0.136,74.400,-
'25:39.184',-,-,-,-,-,-,-0.056,-0.112,74.400,-
'25:39.192',-,-,-,-,-,-,-0.040,-0.064,74.400,-
'25:39.200',-,-,-,-,-,-,-0.040,-0.040,73.200,-
'25:39.208',-,-,-,-,-,-,-0.056,-0.040,72.000,-
'25:39.216',-,-,-,-,-,-,-0.056,-0.040,72.000,-
'25:39.224',-,-,-,-,-,-,-0.056,-0.040,72.000,-
'25:39.232',-,-,-,-,-,-,-0.080,-0.040,72.000,-
'25:39.240',-,-,-,-,-,-,-0.104,-0.112,72.000,-
'25:39.248',-,-,-,-,-,-,-0.104,-0.160,70.800,-
'25:39.256',-,-,-,-,-,-,-0.104,-0.160,70.800,-
'25:39.264',-,-,-,-,-,-,-0.104,-0.112,70.800,-
'25:39.272',-,-,-,-,-,-,-0.120,-0.160,69.600,-
'25:39.280',-,-,-,-,-,-,-0.120,-0.160,69.600,-
'25:39.288',-,-,-,-,-,-,-0.120,-0.160,69.600,-
'25:39.296',-,-,-,-,-,-,-0.104,-0.160,69.600,-
'25:39.304',-,-,-,-,-,-,-0.104,-0.112,69.600,-
'25:39.312',-,-,-,-,-,-,-0.104,-0.136,69.600,-
'25:39.320',-,-,-,-,-,-,-0.104,-0.112,68.400,-
'25:39.328',-,-,-,-,-,-,-0.144,-0.160,68.400,-
'25:39.336',-,-,-,-,-,-,-0.144,-0.184,68.400,-
'25:39.344',-,-,-,-,-,-,-0.120,-0.160,68.400,-
'25:39.352',-,-,-,-,-,-,-0.104,-0.136,68.400,-
'25:39.360',-,-,-,-,-,-,-0.080,-0.136,67.200,-
'25:39.368',-,-,-,-,-,-,-0.016,-0.112,67.200,-
'25:39.376',-,-,-,-,-,-,0.040,0.000,66.000,-
'25:39.384',-,-,-,-,-,-,0.040,0.040,66.000,-
'25:39.392',-,-,-,-,-,-,-0.144,0.000,64.800,-
'25:39.400',-,-,-,-,-,-,-0.440,-0.248,64.800,-
'25:39.408',-,-,-,-,-,-,-0.656,-0.624,63.600,-
'25:39.416',-,-,-,-,-,-,-0.680,-0.832,63.600,-
'25:39.424',-,-,-,-,-,-,-0.488,-0.552,63.600,-
'25:39.432',-,-,-,-,-,-,-0.400,-0.464,62.400,-
'25:39.440',-,-,-,-,-,-,-0.312,-0.368,62.400,-
'25:39.448',-,-,-,-,-,-,-0.248,-0.272,62.400,-
'25:39.456',-,-,-,-,-,-,-0.232,-0.208,63.600,-
'25:39.464',-,-,-,-,-,-,-0.184,-0.184,64.800,-
'25:39.472',-,-,-,-,-,-,-0.168,-0.160,67.200,-
'25:39.480',-,-,-,-,-,-,-0.144,-0.184,70.800,-
'25:39.488',-,-,-,-,-,-,-0.168,-0.136,78.000,-
'25:39.496',-,-,-,-,-,-,-0.168,-0.160,86.400,-
'25:39.504',-,-,-,-,-,-,-0.144,-0.184,92.400,-
'25:39.512',-,-,-,-,-,-,-0.104,-0.112,97.200,-
'25:39.520',-,-,-,-,-,-,-0.080,-0.088,99.600,-
'25:39.528',-,-,-,-,-,-,-0.056,-0.040,100.800,-
'25:39.536',-,-,-,-,-,-,-0.080,-0.088,103.200,-
'25:39.544',-,-,-,-,-,-,-0.056,-0.112,105.600,-
'25:39.552',-,-,-,-,-,-,-0.016,-0.040,106.800,-
'25:39.560',-,-,-,-,-,-,0.016,0.000,106.800,-
'25:39.568',-,-,-,-,-,-,0.040,0.040,106.800,-
'25:39.576',-,-,-,-,-,-,0.056,0.040,106.800,-
'25:39.584',-,-,-,-,-,-,0.104,0.064,106.800,-
'25:39.592',-,-,-,-,-,-,0.184,0.136,106.800,-
'25:39.600',-,-,-,-,-,-,0.296,0.232,106.800,-
'25:39.608',-,-,-,-,-,-,0.376,0.344,105.600,-
'25:39.616',-,-,-,-,-,-,0.440,0.416,104.400,-
'25:39.624',-,-,-,-,-,-,0.504,0.464,103.200,-
'25:39.632',-,-,-,-,-,-,0.552,0.504,102.000,-
'25:39.640',-,-,-,-,-,-,0.568,0.552,100.800,-
'25:39.648',-,-,-,-,-,-,0.552,0.528,99.600,-
'25:39.656',-,-,-,-,-,-,0.488,0.488,98.400,-
'25:39.664',-,-,-,-,-,-,0.376,0.416,96.000,-
'25:39.672',-,-,-,-,-,-,0.272,0.272,93.600,-
'25:39.680',-,-,-,-,-,-,0.184,0.184,90.000,-
'25:39.688',-,-,-,-,-,-,0.120,0.112,87.600,-
'25:39.696',-,-,-,-,-,-,0.056,0.064,84.000,-
'25:39.704',-,-,-,-,-,-,0.016,0.000,82.800,-
'25:39.712',-,-,-,-,-,-,-0.016,-0.016,81.600,-
'25:39.720',-,-,-,-,-,-,-0.016,-0.040,81.600,-
'25:39.728',-,-,-,-,-,-,0.000,0.000,81.600,-
'25:39.736',-,-,-,-,-,-,-0.016,-0.016,80.400,-
'25:39.744',-,-,-,-,-,-,-0.040,-0.040,79.200,-
'25:39.752',-,-,-,-,-,-,-0.040,-0.064,79.200,-
'25:39.760',-,-,-,-,-,-,-0.040,-0.016,78.000,-
'25:39.768',-,-,-,-,-,-,-0.040,-0.040,78.000,-
'25:39.776',-,-,-,-,-,-,-0.040,-0.064,76.800,-
'25:39.784',-,-,-,-,-,-,-0.016,-0.040,75.600,-
'25:39.792',-,-,-,-,-,-,0.056,0.000,75.600,-
'25:39.800',-,-,-,-,-,-,0.120,0.088,74.400,-
'25:39.808',-,-,-,-,-,-,0.080,0.160,73.200,-
'25:39.816',-,-,-,-,-,-,-0.168,0.040,73.200,-
'25:39.824',-,-,-,-,-,-,-0.552,-0.344,72.000,-
'25:39.832',-,-,-,-,-,-,-0.720,-0.760,72.000,-
'25:39.840',-,-,-,-,-,-,-0.616,-0.808,70.800,-
'25:39.848',-,-,-,-,-,-,-0.464,-0.504,70.800,-
'25:39.856',-,-,-,-,-,-,-0.360,-0.392,69.600,-
'25:39.864',-,-,-,-,-,-,-0.272,-0.296,69.600,-
'25:39.872',-,-,-,-,-,-,-0.208,-0.208,69.600,-
'25:39.880',-,-,-,-,-,-,-0.168,-0.136,69.600,-
'25:39.888',-,-,-,-,-,-,-0.144,-0.112,70.800,-
'25:39.896',-,-,-,-,-,-,-0.104,-0.136,70.800,-
'25:39.904',-,-,-,-,-,-,-0.104,-0.088,73.200,-
'25:39.912',-,-,-,-,-,-,-0.080,-0.088,75.600,-
'25:39.920',-,-,-,-,-,-,-0.056,-0.088,80.400,-
'25:39.928',-,-,-,-,-,-,-0.040,-0.040,85.200,-
'25:39.936',-,-,-,-,-,-,0.000,0.000,91.200,-
'25:39.944',-,-,-,-,-,-,0.000,0.000,93.600,-
'25:39.952',-,-,-,-,-,-,0.000,0.000,94.800,-
'25:39.960',-,-,-,-,-,-,0.016,0.000,96.000,-
'25:39.968',-,-,-,-,-,-,0.056,0.040,98.400,-
'25:39.976',-,-,-,-,-,-,0.104,0.088,99.600,-
'25:39.984',-,-,-,-,-,-,0.144,0.136,99.600,-
'25:39.992',-,-,-,-,-,-,0.208,0.184,99.600,-
'25:40.000',-,-,-,-,-,-,0.296,0.248,99.600,-
'25:40.008',-,-,-,-,-,-,0.360,0.344,99.600,-
'25:40.016',-,-,-,-,-,-,0.424,0.392,99.600,-
'25:40.024',-,-,-,-,-,-,0.488,0.464,98.400,-
'25:40.032',-,-,-,-,-,-,0.552,0.528,98.400,-
'25:40.040',-,-,-,-,-,-,0.568,0.552,96.000,-
'25:40.048',-,-,-,-,-,-,0.552,0.576,94.800,-
'25:40.056',-,-,-,-,-,-,0.488,0.504,93.600,-
'25:40.064',-,-,-,-,-,-,0.400,0.392,92.400,-
'25:40.072',-,-,-,-,-,-,0.336,0.320,90.000,-
'25:40.080',-,-,-,-,-,-,0.272,0.272,86.400,-
'25:40.088',-,-,-,-,-,-,0.232,0.232,82.800,-
'25:40.096',-,-,-,-,-,-,0.168,0.160,80.400,-
'25:40.104',-,-,-,-,-,-,0.120,0.112,78.000,-
'25:40.112',-,-,-,-,-,-,0.080,0.088,76.800,-
'25:40.120',-,-,-,-,-,-,0.056,0.040,76.800,-
'25:40.128',-,-,-,-,-,-,0.056,0.040,76.800,-
'25:40.136',-,-,-,-,-,-,0.040,0.016,75.600,-
'25:40.144',-,-,-,-,-,-,0.016,0.040,74.400,-
'25:40.152',-,-,-,-,-,-,0.016,0.000,74.400,-
'25:40.160',-,-,-,-,-,-,0.000,0.000,73.200,-
'25:40.168',-,-,-,-,-,-,0.016,0.000,73.200,-
'25:40.176',-,-,-,-,-,-,0.016,0.000,72.000,-
'25:40.184',-,-,-,-,-,-,0.016,0.016,72.000,-
'25:40.192',-,-,-,-,-,-,0.016,0.000,70.800,-
'25:40.200',-,-,-,-,-,-,0.016,0.000,70.800,-
'25:40.208',-,-,-,-,-,-,0.040,0.016,70.800,-
'25:40.216',-,-,-,-,-,-,0.040,0.000,70.800,-
'25:40.224',-,-,-,-,-,-,0.016,0.016,69.600,-
'25:40.232',-,-,-,-,-,-,0.016,0.000,69.600,-
'25:40.240',-,-,-,-,-,-,0.016,0.000,69.600,-
'25:40.248',-,-,-,-,-,-,0.016,0.000,68.400,-
'25:40.256',-,-,-,-,-,-,0.016,0.000,68.400,-
'25:40.264',-,-,-,-,-,-,0.016,0.016,68.400,-
'25:40.272',-,-,-,-,-,-,0.016,0.000,68.400,-
'25:40.280',-,-,-,-,-,-,0.016,0.016,68.400,-
'25:40.288',-,-,-,-,-,-,0.016,0.000,67.200,-
'25:40.296',-,-,-,-,-,-,0.016,0.000,67.200,-
'25:40.304',-,-,-,-,-,-,0.040,0.000,67.200,-
'25:40.312',-,-,-,-,-,-,0.040,0.016,67.200,-
'25:40.320',-,-,-,-,-,-,0.016,0.000,66.000,-
'25:40.328',-,-,-,-,-,-,0.016,0.000,66.000,-
'25:40.336',-,-,-,-,-,-,0.016,0.000,66.000,-
'25:40.344',-,-,-,-,-,-,0.040,0.016,66.000,-
'25:40.352',-,-,-,-,-,-,0.016,0.040,66.000,-
'25:40.360',-,-,-,-,-,-,0.016,0.000,66.000,-
'25:40.368',-,-,-,-,-,-,0.040,0.016,66.000,-
'25:40.376',-,-,-,-,-,-,0.040,0.040,66.000,-
'25:40.384',-,-,-,-,-,-,0.040,0.016,64.800,-
'25:40.392',-,-,-,-,-,-,0.000,0.040,64.800,-
'25:40.400',-,-,-,-,-,-,0.000,-0.016,64.800,-
'25:40.408',-,-,-,-,-,-,0.040,-0.040,63.600,-
'25:40.416',-,-,-,-,-,-,0.056,0.040,63.600,-
'25:40.424',-,-,-,-,-,-,0.040,0.040,63.600,-
'25:40.432',-,-,-,-,-,-,0.016,0.016,62.400,-
'25:40.440',-,-,-,-,-,-,0.016,0.000,62.400,-
'25:40.448',-,-,-,-,-,-,0.016,0.000,62.400,-
'25:40.456',-,-,-,-,-,-,0.040,0.040,62.400,-
'25:40.464',-,-,-,-,-,-,0.056,0.000,62.400,-
'25:40.472',-,-,-,-,-,-,0.056,0.040,61.200,-
'25:40.480',-,-,-,-,-,-,0.016,0.016,61.200,-
'25:40.488',-,-,-,-,-,-,0.000,0.000,61.200,-
'25:40.496',-,-,-,-,-,-,0.000,0.000,61.200,-
'25:40.504',-,-,-,-,-,-,0.000,0.000,61.200,-
'25:40.512',-,-,-,-,-,-,0.000,-0.016,61.200,-
'25:40.520',-,-,-,-,-,-,0.016,0.000,61.200,-
